pr;XML;Concurrency;HTTP;Memory;Network;CommandLine;OpenOffice Documents;Utils;Dependency;Throws;Logging;Latex;Data Structure;Test;JDK;Runtime;IO;Annotation ;UI;Security;Database;User Preferences;Data;Monitoring;Text Utility;Title;Body
2997;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;changes in the entry editor mark the database as dirty;partial fix to  #2787   changes in the entry editor now mark the database as dirty. this are somewhat proactive: even only opening the entry editor will mark the database as changed. i d say this isn t a problem. i d rather have it do the marking than forget one.  essentially  this adds another listener to the properties in the entry editor that propagates the change whenever the property changes. i haven t figured out how to do this for groups.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3000;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;fix mac keybinding by replacing ctrl it with meta key;this should make the entry editor commands work again with command+x /c etc  @chochreiner  could you please test if that works now? copy/cut/paste in the entry editor with command key instead of control key.  unfortunately i could not add a unit test  because the os is a static class with final vars.     -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3002;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2998: improve auto completion;   -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3004;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;only do a back up for bigger changes or if a different field is edited;this pr makes the backupmanager a little more intelligent. it fixes a bug that i ve only noticed locally and discussed with @tobiasdiez in chat. there s no issue for it  but the fix comes directly here.  if you have save actions configured (say latextounicode) and the backup triggers too early (say after 5 characters) then the backupmanager interrupts you if you add a longer command in the entry edior (say  \alpha ). with this pr  the backupmanager is no longer triggered every five characters  but only if there are changes of more than one character (a user pastes text into the entry editor) or if the user edits a different field than before. this seems way more reasonable to me and is as it has been before (only backups when a user changes the field  edits a group  etc.)  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3005;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;javafx replacement for file dialog;2970   the open functionality has been removed -> directly possible in the entry editor contextmenu on maintable ->attach file now opens a file chooser dialog and afterwards this dialog for editing  e.g. adding a description   (  only resizable to max screen size: (on my 24  with 1920x1200) ![grafik](       -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3007;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;add preference migration for keybdingings;fix for #2980       -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3008;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;don t enforce default windows font;check below   >  > default arial has only 3988 glyphs (cf.   where italics don t seem to be supported. >  > to fix the issue at hand i would propose to change the font to gnu unifont]( which supports 63 449 glyphs. >  > license-wise there shouldn t be any issues: >  > > the software on this site  unless otherwise noted  is released under the terms of the gnu general public license (gnu gpl) version 2.0  or (at your option) a later version. the precompiled fonts are released under the terms of the gnu gpl version 2  or (at your option) a later version  with the exception that embedding the font in a document does not in itself bind that document to the terms of the gpl. >  [source: unifoundry.com]( >   -   () -   <img width= 271  alt= unifont  src=  >
3009;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;improve performance of journal abbreviation loader;   --> this pr improves the performance of the journal abbreviation loader/repository/parser and thus is a partial fix for  previously  loading and parsing the journal repository files took nearly 10 seconds and now almost nothing: ( main boost came from using  equalsignorecase  instead of using  equals(text.tolowercase())  and changing  linkedlist  to  hashset  as we don t care about the ordering. i had to adopt two tests which relied on the sorting.  moreover  only one copy of the list is now stored in memory opposed to the 1 + 4 maps previously (equates to 1/10 ram consummation). in principle  this makes the journal auto completion slower but i couldn t notice any negative impact.   -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3012;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;mark libraryofcongresstest as a fetcher test;this test is currently failing with a 500 error. i would suggest to add it to the allowed failures and open an issue.
3015;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0; use jcabi-log to reduce startup time;this implements       logger.debug(this  ) instead of logger.debug(...)  > 13:56:54.678 [awt-eventqueue-0] info  org.jabref.logic.importer.opendatabase - opening: c:\git-repositories\jabref\jabref\src\test\resources\testbib\complex.bib  #3017 is also included here  because of  net.corda:jfx  depends on  org.slf4j:jcl-over-slf4j   but we want to pipe slf4j to jcl.  @tobiasdiez could you check the startup time?  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3018;1;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;adicionando a funcao de verificacao da entrada bibtex e corrigindo erros das validacoes das datas;   -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3019;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;update source tab when an entry is changed;attempts to fix the remaining part of #2888. the source tab is now updated each time an entry is changed in the editor.  there no part of a bibentry that represents the source tab per se to which we could bind. therefore  this pr adds a listener to the source tab. it now listens to  entrychangedevents  and if the entry that it represents is changed  then it updates its content.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3022;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;can t save a database to a new file;   -->  fixed the following issue:     also  update the maven repo  with secure http
3024;0;0;1;0;1;0;0;1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;link missing docbookeditors formatter in layoutentry;it seems that we overlooked the  createdocbookeditors  layout formatter in the formatter map in  layoutentry . reported in #3020.   -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3030;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;fix keybinding in entry editor in localized installation;check keycode to avoid localization problems  follow up from #2853      -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3037;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;fix navigation in entry editor increases modifies font size;   -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3048;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;fix ads fetcher;fix for #3035      -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3060;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;fix some spotbugs issues;some few issues  mostly some issues with equal:       -->  -   -   -   () -  -   ( [](  -  if you changed the localization: did you run  gradle ate ?
3069;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;reimplement mappedlist using a backiglist;this is the followup for   this is different from   as now the mapping only happens on insert.
3078;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;only update auto completion suggestions upon major changes;   --> fixes  reused logic from recent change to the backup manager to only propagate mayor changes.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3079;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;fix freezing when editing assigned file in general tab;swing gui was called from fxapplication thread which lead to a freeze. has to be called in swing thread.     -->  fixes   -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3083;0;0;0;0;1;0;0;1;1;1;1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;3034: make font size in entry editor and group panel customizable;   -->  this fix for #3034 is inspired and based on  due to my limited git knowledge i was not able to directly hijack the other pr  sorry @lenhard.   -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3085;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;only load the telementry service as a background task if used;up to now  the telemetry service was always running (even if the reporting was turned of). this initialization already requires a lot of time during startup  which is already rather long on macos  i hope i have caught all usages of the telemetry client to avoid nullpointer exceptions  but i would be great if @lynyus could have a look at it.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3089;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;add guava cache to citationstylecache;this uses guava s cache instead of a hashmap for caching.  this enables us to limit the number of cached entries. the current number 1024 is chosen arbitrarily. maybe  100 could be enough.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3090;0;0;0;0;1;1;0;1;1;1;1;0;1;0;0;0;1;0;1;0;0;1;0;0;1;add validation to entry editor;   -->  i just remembered that my initial motivation to convert the entry editor to javafx came from my desire to display the integrity check messages directly in the entry editor. this pr accomplishes exactly this.  ( the location and style of the tooltip is not perfect but as of now these things cannot be changed since they are hardcoded in  controlsfx  (will create a feature request).  what do you think  should this still merged before the beta3 release? in the end it is only a minor change and shouldn t break anything.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3092;0;0;0;0;1;0;0;1;1;1;1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;fetcher timestamp;3074.
3093;1;1;1;0;1;0;0;1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;merge pull request #1 from jabref/master;update changes of my fork     -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3094;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;1;1;enable join and replace of keywords;this implements #1076  (   -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3095;0;0;0;1;1;1;0;1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;1;fix for issue 3052;   --> this is an atempt to fix the problem with entry editor focus as described in #3052. in detail  when  entryeditor  opens up  it is not focused automatically. the desired behavior is to focus the first  textfield  on any of the  entryeditor  s tabs.  the way the fix is implemented: when  entryeditor  is opened  the  jfxpanel  in which is the  tabpane  of the  entryeditor  is getting the focus  the focus is given implicitly to a focustraversable node contained in the  jfxpanel . the selection of the node seems to be  random  (even though consistent for a given tree of nodes). as far as i ve tested it consistently focuses the first  textfield  on any tab  which is the desired behavior. i make this pull requested as suggested in #3052 discussion by @siedlerchr .  i should mention that i ran  gradle check  which results in  6 tests failed  in my setup but this was also the result when i ran the test before making any change.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3096;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;followup to 2663 regexformatter;the regexformatter now handles protected groups correctly. this is a followup to #2663. there  the regex modifier was introduced and a minor issue with shorttitle was fixes  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3097;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;store changes in source tab when new entry is selected;3086   the problem was that the source tab only stored changes on focus change and this did not happen when you just select a new entry in the main table.  the pr modifies an attribute in the  entryeditor  ( movingtodifferententry ) and turns it into a  booleanproperty  so that you can bind to it and react to changes.  edit: also fixes a second (unreported) issue: now the base panel is marked as dirty when you type something in the source tab.  edit 2: fixes also  #3063  now the other fields tab is rebuilt whenever an other field is newly added or removed at the bibentry. this is achieved with the event system and a new subtype of fieldchangedevent.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3104;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;source tab doi;3103 by making sure that updates to the source tab are always performed on the fxapplication thread.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3105;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;remove entries from prior groups if move operation is selected;3101  there is one problem left to conclude this. it does the proper operation on the selected entries and updates the group tree. however  it does not update the coloring in the group tree. @tobiasdiez could you give me a hint on how i can achieve this?  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3111;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;trigger group display update when grouping changes;attempts to 1903  makes the maintable update whenever grouping changes and not just when group selection changes.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3116;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;move event processing from source tab into entry editor;solves the most critical part of #3113  the source tab did not properly unregister itself from the event bus. for some reason  i did not manage to get this working when the source tab takes care of deregistration. therefore  i moved all event handling out of the source tab and into the entry editor.  using jvisualvm  i can see that garbage collection works with this pr. cycling through the main table with the entry editor open increases used ram. when you force garbage collection  the used heap goes down to close to zero again  instead of staying at a higher plateau. see attached screenshot  ![heap](  so this fixes the memory leak. the overall heap size doesn t go down  but that s a different issue.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3120;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;additional filter functionality for check integrity popup;2718   i added new  filter all  and  filter none  buttons.  they can be clicked by the user to check/uncheck all options in the filter menu.  when one of the buttons gets clicked the system will iterate through the existing menu components and toggle the checkmarks and info displayed.  i wasnt sure on the best placement of the buttons in the window so went with the simplest solution (  updated localization info with text for aforementioned buttons.
3128;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;customjfxpanel;   -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3137;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;re-add  normalize to bibtex name format  context menu item and menu i…;…tem tooltips  3136  also re-adds tooltips to context menu items which had been commented out.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3141;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;increase size of file and keywords editors;in the new entryeditor  we have the problem that sometimes text in the textareas is hard to read  because the areas are very narrow. the reason for this is that java tries to fit them in the available display space. examples: #3130 #3117 #2941  this pr sets a minimum size for all textareas in the entryeditor. the value of 70px is rather arbitrary and i ll be happy to get some thoughts if this is good or if more or less is desirable. with this minimum size all textareas are nicer to read  even in the cramped up general tab. the only  problem  is that you now need to scroll in the general tab most of the time.   all in all i think this should definitly go into 4.0!  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3147;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;export pdf/linked files;2539   2706  because somehow my new changes did not update the pr correctly.   (       -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3149;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;fix display of percentage symbol in entry preview;   --> having  \%  in some of the fields  it was displayed as  &percnt   in the entry preview. for some reason the html display was not able to correctly handle this html code (probably because it uses [ie s rendering]( this issue was reported at   -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3151;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;fix errorprone;   --> 3151   - main problem: comments after a line are always assumed to be somehow named parameter arguments - some tests were not run (missing test annotation) - some complex boolean expressions aka (0==1) where false should be used  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3154;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;add preference to disable validation in the entry editor by default;adds a preference option for enabling/disabling validation in the entry editor: #3100 (but not the ui)  the reason is because the validation is simply broken at the moment #3145  the preference option is set to false by default and there is no ui to change it. so this turns off validation in the entry editor. we can add the ui to turn it on later  when the display bug in controlsfx has been fixed.  when this is merged  the related issues can be removed from the 4.0 milestone.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3156;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;close entry editor when the shown entry is removed externally;fixes the remaining part of #2946  when you externally delete an entry that is opened in the entry editor and accept the change in the dialog in jabref  then the entry editor closes. that way  it prevents you from editing an entry that does no longer exist.  as a side note: the  basepanel  is ripe for a refactoring. there are a good dozen classes that i could extract. in the light of only doing bug fixes before the 4.0 release  i ll avoid that now. but when we ve released  this class gets it  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3158;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;fix freezing on browse in protected terms dialog;when adding from entrry editor  changed open file dialog to save file dialog 3157     -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3162;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;update protected terms list in context menu when a new list is added.;3161  the result of the dialog needs to be evaluated *after* the dialog is actually finished and the update of the context menu needs to be called.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3163;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;fix unparseable fileannotation dates;this should be the last aspect for being able to close #3130. @hviethen85 should consider using another pdf annotation tool (  however  the fault is of course on our side since we didn t validate the date format before.   -   -   -  manually tested changed features in running jabref
3169;0;0;0;0;1;0;0;1;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;allow removal of online links from entry;don t call paths.get on  link to prevent an exception  3165     -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3171;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;add undo functionality to the source tab;3170 the problem here  as far as i understand  was that the undo didn t happen on the fxapplication thread.  on top of that  i found the the source tab isn t integrated in the undo framework at all  so i have added this as well. however  it doesn t work problem-free. it seems that the fx codearea consumes undo events as well. so when you hit undo in the sourcetab  the codearea does the undo and then the undomanager tries to do it again and fails. it has no consequence  though  apart from an exception  the undo happens anyway.  since this is an improvement (add undo to source tab again)  i would like to merge this even if it s not perfect. i have zero time to dig deeper into these fx problems  and i assume that no one else will do it. so  we can just merge the current state.   -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3182;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;fix focus and keybinding in search;3081  arrow keys (left  right  up and down no work as expected and the up/down + enter can be used to select an entry from the autocomplete menu)     -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3191;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;testcoverage for autoevent and entrylinklist;   --> i want to  increase testcoverage. this is my first pull request with minor changed to get used to the contribution process.  -    none  too little changed. -   added tests for autoevent and entrylinklist -   () -  2859 done  139 failed  6 ignored. failed tests had nothing to do with my changed. -   ( []( -  if you changed the localization: did you run  gradle ate ?
3192;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;update link from  to https;   -->  doi url changed to   was   -   minor change -   updated url  -   () -    - goto     - search for 10.1051/0004-6361/201527330   - be redirected to  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3194;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;implement drag and drop reordering in general files list;add drag and drop related methods to viewmodelfactory make linkedfile serializeable fixes       -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3198;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;localisationtestforinvalidstrings;…te for instance  <!-- adding a new method for test invalid strings in localisation keys and their translation -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3201;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;first attempt at autocompletion for crossref;fixes  works partly:  (   todo: make it appear as tag-item and not as textinput. i currently have no idea  i hope @tobiasdiez  has an idea how to do it      -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3202;0;0;0;0;1;1;0;1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0;followup to issue #3167;entry editor now adds missing curly braces on closing.     -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3203;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;when groups are removed  also remove them from entries;3190  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3204;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;drop latex editor support;3204  this removes  latexeditor support ( push to latexeditor ) in jabref.   as stated in #3199 the last update to latexeditor was made in 2009 (see  ) and the software can be considered outdated.  i removed latexeditor from the applications list in pushtoapplications class. i deleted the pushtolatexeditor class since it is now unused. gradlew check was successful.  i am new here (first pull request) and also still fairly new to java  so any c&c would be greatly appreciated. especially let me know if either the practice of commits or this request is not up-to-standard :)  cheers  ben  edit:  removed latexeditor from preferences and corrected the url link style in changelog :)
3205;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;adding a textarea to see versioninfo into it.;the textarea is initialized in controller.  i add a textarea to see the versioninfo  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3209;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2775: hyphens in last names are properly parsed;   --> i missed jabref so much  that i even dared to touch the name parsing algorithm.   the only real changed consists in the few added lines   the rest is only code formatting/renaming of variables. the added tests come from [biblatex](  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3210;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;add file description to gui and fix sync bug;3208         -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3211;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;added logic to check whether linked file already exists;#3172  added a check in linkedfileviewmodel.rename() to see if a file which is being renamed already exists in the target location. if such a file is found then an error popup displays informing the user of the conflict. user will be prompted to choose whether to overwrite or cancel.  also see #3188 for additional details.
3214;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;real test linking real other entry;-   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?   _why_ based on  i added two tests concerning cross referencing.    _what_ 1. it is based on two dummy entries  where source is cross referencing target. 2. it reads the database from mentioned example bib file:  and asserts cross reference of two given entries.   _watchout_ - i was not able to clean code method  assertsourcecrossrefstarget  further due to the  optional<>  concept. - i wrote a small testdatabuilder  bibentrybuild.  it is an inner class  because i am uncertain where to put it. - i wrote an crossref.bib-encapsulating class  databasefromfile  to keep test code readable. it is an inner class  because i did not find a similar wrapper nor did i know where to put it. its construction uses a path to a file to be parsed to a database.
3218;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;improve telemetry;   --> for some reason  some unhandled exceptions are report multiple (meaning in the thousands) times in the azure telemetry. thus we regularly hit the daily cap and i get an annoying email. i tried to investigate  but couldn t reproduce the behavior and thus i m not sure that these changes actually fix the problem. the only difference between logging in the fallbackexceptionhandler to other loggings of errors was the direct usage of  log4j  instead of the usual  logfactory  approach. thus i changed it to the later and hope for the best.  while touching the telemetry  i also added logging of the creation of new entries and the created entry type. this information might serve as a guide for a forthcoming improvement of the  new entry...  dialog (with sensible defaults and/or completely different approach depending on how users use it).  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3221;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;[minor change] fix assertion failure due to change of online reference;it seems as if the on-line reference changed by adding an author s first name. hence field  author  and  url  were updated to match our assertion again.     -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3233;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;implemented issue #3229;added an error dialog if the file is open in another process and cannot be renamed. 3229]. this is my first contribution. please give me feedback if you see any problems.
3238;0;0;0;0;0;1;0;1;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;directory pattern bracketed expressions;   -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?  the offered pr implements functionality discussed in my  file linking functionality update?  proposal ( it is now possible to use bracketed expressions (like  [bibtexkey]  or  [year]\_[auth]\_[firstpage] ) consistently in:  - bibtex key generator patterns  - file search regular expressions (for automatic file linking)  - import file name patterns  - import directory patterns.  to maintain consistent formatting  i have created a new bracketedexpressionexpander class which provides its main methods   expandbrackets() . they essentially contain all bracket expansion functionality moved from bibtexkeypatternutil  and the bibtexkeypatternutil class now extends bracketedexpressionexpander  and uses its static methods. the bracketedexpressionexpander is also used in fileutil and regexpbasedfilefinder  avoiding the previous duplication of functionality in bibtexkeypatternutil.makelabel(...) and regexpbasedfilefinder.getfieldandformat(...) methods (both now use bracketedexpressionexpander.expandbrackets() for dealing with *all* aspects of bracket expansion in one place).  the bracketed expressions now can be used for import file name patterns and import file directory patterns  providing consistent behavior of all  pattern  tabs in the jabref  preferences  dialogue  it is also possible to use underscores in the import file and directory patterns (e.g.  [year]\_[auth]\_[pages] ) and to place import destination directories deeper in the tree (e.g.  by-author/[authini1]/[auth]  directory pattern now works as expected  creating  by-author/p/pezzotti/2013\_pezzotti\_211301.pdf  for the reference: pezzotti  g. raman spectroscopy of piezoelectrics journal of applied physics  2013  113  211301).  to retain functionality that was previously implemented by the  \entrytype  layout pattern  a new bracketed expression  [entrytype]  was created and tested. it is suggested that layout manager is used exclusively for describing layouts in citation lists  and bracketed expressions are used for describing file system and database entry patterns.  the functionality was tested under linuxmint 18.1 and ubuntu 16.04. unfortunately  i could not test it on windows hosts since i do not have any of them available for java testing. i have put in provisions to deal with both  /  and  \  directory separators in directory patterns  but i would be grateful if someone checks them on a windows system.  sincerely  saulius
3240;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;use only last name for auto completion in search bar;now only the last name of the author is added (and shown as a suggestion) to the search bar. previously it was in the format  last  f. . thus authors specified as  last  first  were not found correctly because of the  dot .  fixes      -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3241;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;update link to renamed file;this patch fixes the issue described in #3230. the link to the renamed file is successfully updated now.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3242;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;add  -console  parameter for windows launcher;   -->  on windows  the install4j launcher (jabref.exe) actually can be used to start jabref with command line options. by default no output is shown unless the  -console  parameter is specified. that option is handled by install4j but also passed to the underlying  jar   where it screwed up our command line parser since it was not registered as an allowed option. this is fixed with this pr. upshot:  .\jabref.exe -console -h  prints the command line usage help page (in comparison  the old way  java -jar jabref.jar -h ).   i ll update the [help]( as soon as the pr is merged.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3243;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;fix for issue 3143: import entry from clipboard in different formats;see #3143 use all importers to parse pasted entries. this allows the user to paste entries in different formats and not ony bibtex.  -   -   -  -   ( []()?)
